BuildingType,Neighborhood,CouncilDistrictCode,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Total Consumption (kbtu),Total EUI (kbtu/sf),Energy Use,Landmark,Wind Speed (kts),Daytime Temperature (C),Nighttime Temperature (C),Climate Type,Earthquake Risk,Flood Risk,Water Bodies,Commercial,Industrial,Public Utilities,Energy Efficiency Class
Multifamily LR (1-4),NORTHWEST,5.0,47.70539,-122.34508,2012,4,50466,4550781.3974606,90.17519513059486,Natural Gas,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.55238,-122.36266,2013,4,22620,2722992.8489204003,120.37987837844386,Mixed,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62023,-122.33227,2013,6,41502,2390733.932207,57.60527040159511,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,1
Multifamily MR (5-9),EAST,3.0,47.61449,-122.3287,2013,7,85772,2993702.536197,34.90302821663247,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),NORTHWEST,5.0,47.73074,-122.34723,2012,7,120000,4245095.953533,35.375799612775005,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62574,-122.34462,2013,4,98262,2525298.7010272,25.69964687292341,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62194,-122.35972,2013,6,21762,1056584.7792414,48.55182332696444,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),CENTRAL,3.0,47.59946,-122.30561,2013,6,38407,1402584.6896712,36.51898585339131,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66925,-122.38115,2013,7,51287,3778435.6326642,73.6723854517558,Mixed,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.6763,-122.31756,2013,6,84577,1692613.5804152,20.01269352678861,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),DOWNTOWN,7.0,47.61441,-122.3457,2013,8,92007,4066396.1405986,44.1965952655624,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),BALLARD,6.0,47.65671,-122.36174,2013,4,56184,1231069.3743822002,21.91138712769116,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),EAST,3.0,47.6042,-122.31918,2013,6,31981,1416421.616212,44.28947238085114,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61447,-122.34101,2013,24,295754,8847926.4505836,29.91650645666196,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),EAST,3.0,47.62265,-122.32616,2013,6,24457,1054137.2991072,43.10166001992068,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61506,-122.31315,2013,6,25504,1611581.451978,63.18936057002824,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),DELRIDGE NEIGHBORHOODS,1.0,47.56709,-122.36488,2013,6,227672,5109973.4213594,22.44445263958414,Electricity,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,3
Multifamily LR (1-4),LAKE UNION,4.0,47.65701,-122.34269,2013,4,23660,725469.0741424,30.66226010745562,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),BALLARD,6.0,47.67758,-122.37702,2013,4,83999,3142613.1916666,37.41250719254515,Mixed,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,0
Multifamily LR (1-4),BALLARD,6.0,47.68757,-122.37651,2013,4,45159,1154347.9761296,25.56185867998849,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.70656,-122.35521,2013,4,49970,1289226.521436,25.80001043498099,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.6147,-122.35238,2013,13,161722,4346365.1929706,26.87553451583953,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),CENTRAL,3.0,47.62422,-122.30691,2013,4,61558,1475037.2309312,23.961747147912536,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62365,-122.35832,2013,4,29158,808566.3611699999,27.730515164620343,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.53347,-122.26948,2013,4,87958,2579366.9969328,29.324984616894422,Mixed,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,0
Multifamily LR (1-4),EAST,3.0,47.61677,-122.31721,2013,4,23397,786385.3298714,33.610519719254604,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62336,-122.33085,2013,7,229742,5835596.761205601,25.400652737442872,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,3
Multifamily LR (1-4),CENTRAL,3.0,47.59316,-122.30843,2014,4,122941,1924325.0253024,15.652426979627627,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,0
Multifamily MR (5-9),LAKE UNION,3.0,47.62415,-122.33286,2014,7,114187,3263848.6284584003,28.583364379994222,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,0
Multifamily LR (1-4),LAKE UNION,4.0,47.65889,-122.34776,2014,4,34723,1858028.797946,53.51003075615586,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily MR (5-9),EAST,3.0,47.62328,-122.32377,2014,6,42064,1348004.0726376,32.04650229739445,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.64787,-122.37841,2014,7,145602,6344773.481497999,43.576142370970175,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,0
Multifamily HR (10+),DOWNTOWN,7.0,47.61105,-122.34091,2014,25,194530,11507398.6798152,59.15487934927878,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily LR (1-4),EAST,3.0,47.62993,-122.32054,2014,3,93179,1943465.9304658,20.857338353768554,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),SOUTHWEST,1.0,47.56271,-122.38516,2014,7,137068,3395660.8801514003,24.77354948019524,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,0
Multifamily MR (5-9),EAST,3.0,47.61499,-122.31795,2014,7,99700,1835763.779288,18.41287642214644,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.67435,-122.31644,2014,6,79554,2370698.3513936,29.799863632169345,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),DOWNTOWN,7.0,47.61408,-122.34428,2014,7,47343,779555.405794,16.466117605432693,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),GREATER DUWAMISH,2.0,47.57703,-122.29751,2014,5,78756,2026791.5846008,25.735075227294427,Electricity,Terrain,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,0
Multifamily MR (5-9),BALLARD,6.0,47.66927,-122.37683,2014,8,439262,8825459.595505,20.091561745621064,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,2
Multifamily MR (5-9),EAST,3.0,47.61272,-122.31761,2014,6,91159,1920455.656728,21.06709876949067,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),GREATER DUWAMISH,2.0,47.57883,-122.31105,2014,6,45167,1178594.9817768,26.094161263240863,Mixed,Terrain,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,1
Multifamily HR (10+),EAST,3.0,47.60967,-122.32977,2014,32,434839,7777565.3720024,17.886080530960655,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,2
Multifamily HR (10+),DOWNTOWN,7.0,47.61834,-122.34832,2014,13,146203,3971009.4656198,27.16093011511255,Electricity,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,0
Multifamily HR (10+),DOWNTOWN,7.0,47.61709,-122.33752,2018,41,482600,22078018.2499648,45.74806931198674,Mixed,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,2
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63664,-122.35655,2014,5,153949,7749326.5678426,50.33697242491085,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),DOWNTOWN,7.0,47.61283,-122.34884,2014,7,109745,2914354.4997368,26.55569273986788,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.6779,-122.26166,2013,2,31928,1194034.5950792,37.39772597967928,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),DOWNTOWN,7.0,47.60994,-122.34234,1904,3,43248,4004332.2801368,92.5899990782649,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.60947,-122.34107,1983,5,66460,3649445.3560818,54.91190725371351,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66915,-122.37458,2013,6,317814,6729195.8926406,21.17337780160912,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,3
Multifamily MR (5-9),EAST,3.0,47.61328,-122.31879,2014,7,241130,7411504.8840506,30.736552415919213,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,3
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.6249,-122.36553,2014,5,100371,2274898.6897112,22.664900117675423,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.65021,-122.36504,2015,5,69451,1494673.0402706,21.52126017293632,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.67747,-122.32688,2015,4,47711,1409291.7847878,29.53808942985475,Electricity,Coastal,2.0,12.0,10.0,0,Fair,Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),EAST,3.0,47.61329,-122.31981,2015,6,107556,2508009.37954,23.31817266856336,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),NORTH,5.0,47.71986,-122.29297,2015,4,20128,624688.0598448,31.03577403839428,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily HR (10+),DOWNTOWN,2.0,47.59785,-122.33235,2014,26,490593,18973333.4643872,38.674284925360126,Mixed,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,2
Multifamily HR (10+),DOWNTOWN,7.0,47.61679,-122.3489,2014,26,193927,7884581.463912601,40.65747143983355,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),EAST,3.0,47.62543,-122.32691,2013,6,83296,1650112.5654737998,19.81022576682913,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.64771,-122.37697,2014,4,88304,2465023.2196632,27.915193192417103,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),LAKE UNION,7.0,47.62006,-122.34733,2014,7,67708,2675699.8339454,39.51822286798311,Electricity,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,1
Multifamily MR (5-9),DOWNTOWN,3.0,47.61357,-122.33249,2014,7,68131,2743871.0971668,40.27345991056641,Mixed,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,1
Multifamily MR (5-9),EAST,3.0,47.61488,-122.31442,2013,7,88455,4240810.0845498,47.94313588321519,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.65725,-122.32007,2014,4,17502,693769.2265476,39.63942558265341,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65641,-122.32126,2014,5,30649,504495.3719848,16.46041867548044,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),BALLARD,6.0,47.6704,-122.38277,2014,6,39286,1314756.1648872,33.466277169658404,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily MR (5-9),EAST,3.0,47.61605,-122.3165,2012,6,111010,4840462.9560434,43.60384610434555,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.65713,-122.31527,2014,7,42905,1091647.8723332,25.44337192246125,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),EAST,3.0,47.61986,-122.32381,2014,7,72528,4074924.2080432,56.18415243827487,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),SOUTHEAST,2.0,47.57113,-122.29048,2014,4,45892,1292038.1261144,28.15388577779133,Electricity,Terrain,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily HR (10+),DOWNTOWN,3.0,47.61324,-122.33223,2014,41,379494,16607203.154570598,43.7614380057935,Electricity,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,2
Multifamily MR (5-9),NORTHEAST,4.0,47.69087,-122.30629,2014,6,26198,1291340.2817734,49.29155972873502,Natural Gas,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66895,-122.38881,2014,7,289089,7639004.9790592,26.424405560430177,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,3
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62366,-122.3603,2014,5,43904,2158524.8715522,49.16465177551476,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66224,-122.31989,2014,7,56893,3246308.626699,57.05989535969276,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.6213,-122.35622,2014,8,31990,972563.1976994,30.40210058453892,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),EAST,3.0,47.62266,-122.32501,2015,7,33625,1050424.3533444,31.23938597306765,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62301,-122.32337,2015,5,22455,953964.6680028,42.483396481977294,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.65155,-122.34434,2014,4,106156,4489346.7229444,42.29008933027243,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,0
Multifamily MR (5-9),NORTH,5.0,47.70833,-122.32203,2014,5,221280,8058978.7024344,36.41982421562907,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,3
Multifamily MR (5-9),EAST,3.0,47.61932,-122.32184,2014,7,42980,1246564.1939434,29.003354907943223,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61975,-122.31467,2014,4,43566,954382.8298032,21.906597571574164,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61428,-122.35056,2014,12,123686,4412330.1030524,35.67364215070744,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),SOUTHEAST,2.0,47.55926,-122.28654,2015,6,197139,6898597.710081801,34.993571592033035,Mixed,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,3
Multifamily MR (5-9),LAKE UNION,7.0,47.62001,-122.34196,2014,6,69950,2917480.6334356,41.70808625354682,Electricity,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,1
Multifamily MR (5-9),LAKE UNION,3.0,47.62221,-122.33558,2014,9,168006,9252834.7029228,55.0744300972751,Mixed,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,0
Multifamily MR (5-9),EAST,3.0,47.60185,-122.31703,2014,6,103792,2958125.496029,28.50051541572568,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),LAKE UNION,3.0,47.62383,-122.33143,2014,8,71739,3157332.7176518003,44.01138456978492,Electricity,Terrain,3.0,14.0,11.0,1,Fair,No Flood,4.0,273.0,58.0,47.0,0
Multifamily MR (5-9),BALLARD,6.0,47.66786,-122.38112,2014,7,236227,7340243.1436968,31.0728373289116,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,3
Multifamily LR (1-4),DOWNTOWN,2.0,47.5998,-122.32034,2000,4,44650,1096573.5945584,24.559319027063832,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),EAST,3.0,47.61508,-122.32243,2015,7,80371,2768053.0827618,34.4409436583071,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.65756,-122.31584,2014,7,42393,1382907.3862944,32.621125806015144,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),EAST,3.0,47.60246,-122.31771,2015,6,128460,2513414.2118344,19.56573417277285,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily HR (10+),DOWNTOWN,7.0,47.61652,-122.33735,2015,40,277566,16711970.849302,60.20899839786573,Mixed,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),DOWNTOWN,2.0,47.60029,-122.32844,2015,7,91128,2604474.389294,28.580396687011675,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),EAST,3.0,47.61491,-122.32272,2015,7,85317,6975123.3092452,81.75537476991924,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.66566,-122.31772,2016,4,35780,1219455.5216152,34.08204364491895,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),BALLARD,6.0,47.67054,-122.388,2015,6,91393,2942004.9487092,32.1907033220181,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),SOUTHWEST,1.0,47.5616,-122.3819,2015,7,236739,5530877.2921316,23.362763600976603,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,3
Multifamily MR (5-9),NORTHWEST,5.0,47.73256,-122.3559,2015,5,36353,1371770.1295036,37.73471596576899,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62157,-122.35569,2015,7,169548,6570598.5904378,38.753618977739634,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.66249,-122.31675,2015,7,187477,4633172.1018866,24.71328270607381,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,3
Multifamily HR (10+),DOWNTOWN,3.0,47.61753,-122.3362,2015,20,137753,4458002.344932,32.36228862479946,Electricity,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,0
Multifamily LR (1-4),EAST,3.0,47.62441,-122.313,2015,4,28431,1114431.021051,39.19774264186979,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.66108,-122.34084,2015,5,123799,4022160.924029,32.48944598929717,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.67607,-122.31846,2015,7,162213,6178837.431521401,38.090889333909125,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63892,-122.37582,2015,4,48311,2817313.5770884,58.31619252527168,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.65295,-122.35593,2015,4,41403,1246466.2494222,30.105698848445765,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.59052,-122.29208,2015,3,24838,1981230.0155908,79.76608485348257,Natural Gas,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66366,-122.3145,2015,7,58975,1876685.7691536,31.821717153939808,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65577,-122.31702,2015,7,325000,16478899.9515814,50.70430754332738,Mixed,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,3
Multifamily MR (5-9),EAST,3.0,47.60189,-122.32182,2015,6,77137,2194607.5857216,28.45077700353397,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),SOUTHWEST,1.0,47.55976,-122.3832,2015,7,149318,4339268.6746428,29.06058663150324,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.62397,-122.35972,2014,4,23060,684840.3625376,29.698194385845618,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.61791,-122.3023,2014,4,17666,765453.5415244,43.32919401813653,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61067,-122.33957,2019,39,432000,16534194.3625414,38.27359806143843,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,2
Multifamily MR (5-9),SOUTHWEST,1.0,47.56349,-122.37639,2016,6,143460,6397172.4013286,44.59202844924439,Mixed,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.65673,-122.3201,2016,4,22694,504060.7802084,22.21119151354543,Mixed,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),BALLARD,6.0,47.67562,-122.38728,2016,5,101273,2005026.394707,19.79823244800687,Electricity,Terrain,3.0,13.0,10.0,0,Fair,No Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),DOWNTOWN,7.0,47.61251,-122.34166,2016,7,40061,2112556.2087244,52.73348665096727,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),EAST,3.0,47.60282,-122.31709,2016,5,25020,1244647.1750222,49.74609012878497,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.64614,-122.32498,2016,5,30669,2148186.1544598,70.044219063543,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.57489,-122.38642,2017,5,161999,5084409.0819162,31.385434983649283,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,0
Multifamily MR (5-9),EAST,3.0,47.61445,-122.32418,2016,7,218012,6049098.089126,27.74662903475956,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,3
